User ID,Vehicle Model,Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Time of Day,State of Charge (Start %),State of Charge (End %),Temperature (C),Vehicle Age (years),Charger Type
2f10bfcd-2f4,Hyundai Kona Electric,67.8,2023-01-07 12:06:47,2023-01-08 01:15:47,36.51,13.15,Afternoon,48.6,100.0,10.9,5.2,AC_L2
f190de50-242,Nissan Leaf,53.0,2023-02-16 15:34:37,2023-02-16 21:47:49,23.46,6.22,Afternoon,57.6,99.6,14.4,13.8,AC_L2
b241fe11-3f9,Nissan Leaf,45.5,2023-03-29 15:12:36,2023-03-30 04:26:24,8.46,13.23,Afternoon,76.2,94.1,17.3,13.5,AC_L1
ac9ad093-518,Nissan Leaf,59.8,2023-04-26 20:04:16,2023-04-26 23:37:52,20.81,3.56,Evening,64.7,98.3,8.7,16.0,AC_L2
c1d620a8-5bc,Tesla Model Y,80.1,2023-07-13 10:57:39,2023-07-13 12:12:39,48.68,1.25,Morning,27.2,81.3,32.3,5.3,DC_CCS
d8707894-83c,Nissan Leaf,54.9,2023-06-15 11:01:39,2023-06-15 21:39:27,32.2,10.63,Morning,37.8,94.4,33.0,14.7,AC_L2
cd98552b-321,Hyundai Kona Electric,64.4,2023-03-12 16:46:08,2023-03-12 17:49:44,43.56,1.06,Afternoon,19.9,79.2,15.4,6.8,DC_CCS
c3de9ee6-979,Volkswagen ID.4,82.8,2023-08-26 19:37:23,2023-08-26 20:46:23,50.59,1.15,Evening,22.8,78.9,24.5,4.2,DC_CCS
e29a1fdc-f40,Audi e-tron,88.0,2023-06-13 08:25:38,2023-06-13 17:16:38,43.15,8.85,Morning,52.9,97.8,29.3,5.2,AC_L2
82a6e119-e26,Nissan Leaf,54.2,2023-11-08 19:50:24,2023-11-08 20:44:24,32.45,0.9,Evening,25.4,80.3,10.6,13.8,DC_CHAdeMO
d6fec24e-052,Audi e-tron,87.4,2023-10-24 05:06:39,2023-10-24 21:13:51,44.6,16.12,Night,36.0,85.0,16.7,5.7,AC_L2
a5bc47b4-204,Tesla Model 3 LR,80.9,2023-09-05 14:21:45,2023-09-05 15:04:21,72.88,0.71,Afternoon,16.6,98.3,31.9,8.9,Tesla_SC
476a4be5-848,Chevy Bolt,63.6,2023-01-23 09:06:33,2023-01-23 19:35:21,28.88,10.48,Morning,51.2,94.5,13.1,8.2,AC_L2
5547c2c9-97a,Audi e-tron,86.3,2023-11-24 05:30:36,2023-11-24 22:23:24,47.0,16.88,Night,38.2,88.7,9.2,7.5,AC_L2
82a6e119-e26,Hyundai Kona Electric,67.9,2023-09-13 12:06:35,2023-09-13 23:01:47,44.17,10.92,Afternoon,36.4,96.7,34.0,7.5,AC_L2
d6835b71-677,Chevy Bolt,59.4,2023-06-22 20:14:15,2023-06-22 21:19:39,44.75,1.09,Evening,14.4,84.3,21.1,7.9,DC_CCS
4364475a-217,Hyundai Kona Electric,65.0,2023-12-21 16:53:34,2023-12-21 22:57:46,24.89,6.07,Afternoon,60.3,97.1,11.5,6.7,AC_L2
596db156-a3c,Kia Niro EV,62.9,2023-04-14 16:00:08,2023-04-14 21:44:32,19.03,5.74,Afternoon,58.2,87.4,18.0,6.9,AC_L2
20bda1b4-07e,Ford Mustang Mach-E,91.3,2023-04-15 18:21:43,2023-04-15 19:49:19,63.35,1.46,Evening,18.1,81.5,14.7,3.3,DC_CCS
d83abb01-baa,Audi e-tron,87.0,2023-12-12 16:42:35,2023-12-12 17:56:23,52.13,1.23,Afternoon,27.8,82.5,9.4,6.0,DC_CCS
dbf8ec81-f9c,Tesla Model S,97.2,2023-05-10 20:49:22,2023-05-10 21:33:46,80.92,0.74,Evening,21.7,95.9,18.3,11.1,Tesla_SC
0118042c-25f,Volkswagen ID.4,73.3,2023-04-09 15:21:10,2023-04-09 22:43:22,34.42,7.37,Afternoon,48.3,91.8,20.2,5.5,AC_L2
230eaa96-27d,Ford Mustang Mach-E,82.6,2023-05-02 16:17:55,2023-05-02 23:26:55,31.65,7.15,Afternoon,50.9,87.6,25.2,5.8,AC_L2
f87e3337-ad8,Tesla Model 3 LR,80.7,2023-06-21 04:00:36,2023-06-21 09:36:00,17.39,5.59,Night,75.1,95.6,22.0,8.2,AC_L2
60b59c83-f03,Nissan Leaf,59.6,2023-10-11 11:10:22,2023-10-11 21:24:10,11.68,10.23,Morning,75.1,93.9,24.9,15.5,AC_L1
d315727a-252,Ford Mustang Mach-E,82.3,2023-08-28 00:00:50,2023-08-28 13:38:38,32.88,13.63,Night,57.4,95.9,21.5,4.3,AC_L2
bb395f6e-502,Audi e-tron,93.9,2023-02-09 13:22:33,2023-02-09 22:35:09,31.42,9.21,Afternoon,59.0,89.6,14.9,6.1,AC_L2
39811eda-907,Nissan Leaf,58.1,2023-04-30 19:55:11,2023-05-01 00:29:23,16.56,4.57,Evening,66.8,94.4,13.4,15.8,AC_L2
a8a8b1ac-acd,Tesla Model S,95.7,2023-08-25 07:05:14,2023-08-25 07:43:02,55.99,0.63,Morning,31.8,81.9,31.6,11.5,Tesla_SC
7d8eaba2-ed0,Tesla Model Y,76.8,2023-05-19 13:22:17,2023-05-19 13:54:41,49.88,0.54,Afternoon,36.6,95.1,30.3,4.3,Tesla_SC
9826758d-85f,Volkswagen ID.4,74.6,2023-11-14 07:05:15,2023-11-14 08:30:27,54.31,1.42,Morning,26.6,92.8,12.3,3.2,DC_CCS
99860b14-aa1,Nissan Leaf,42.7,2023-11-28 18:08:04,2023-11-29 23:11:40,28.74,29.06,Evening,35.0,98.8,11.4,15.4,AC_L1
fb40f238-bc5,Chevy Bolt,60.0,2023-04-02 14:18:05,2023-04-02 16:59:29,7.16,2.69,Afternoon,70.9,81.8,23.9,8.0,AC_L2
35753673-123,Rivian R1T,118.8,2023-07-15 18:37:55,2023-07-15 19:46:19,55.95,1.14,Evening,34.2,76.1,29.5,3.9,DC_CCS
68ac15b2-8a8,Tesla Model Y,80.3,2023-09-03 18:36:31,2023-09-03 19:13:07,54.68,0.61,Evening,32.7,92.3,23.1,5.4,Tesla_SC
8cc0b393-651,Tesla Model 3 LR,81.1,2023-06-08 20:42:23,2023-06-08 21:09:23,36.76,0.45,Evening,39.1,79.1,23.6,6.7,Tesla_SC
8ea598c2-c29,Chevy Bolt,63.3,2023-01-06 09:10:26,2023-01-06 18:59:02,25.98,9.81,Morning,60.8,98.5,10.1,9.9,AC_L2
17ebf347-496,Chevy Bolt,62.1,2023-09-22 17:54:27,2023-09-22 19:07:03,44.61,1.21,Evening,31.1,95.6,22.1,9.0,DC_CCS
8f42891a-c16,Audi e-tron,84.8,2023-08-11 17:18:46,2023-08-11 18:41:34,61.81,1.38,Evening,12.6,79.5,31.7,7.1,DC_CCS
c3de9ee6-979,Tesla Model S,95.2,2023-09-09 20:29:57,2023-09-09 20:55:45,47.98,0.43,Evening,33.7,78.7,16.5,13.8,Tesla_SC
6e79e2a7-84e,Tesla Model 3 LR,84.2,2023-01-31 11:08:33,2023-01-31 22:52:57,37.96,11.74,Morning,52.4,94.4,14.6,8.0,AC_L2
d61f77ce-02c,Ford Mustang Mach-E,79.3,2023-02-21 17:51:44,2023-02-21 19:06:08,50.91,1.24,Evening,23.8,81.8,9.9,4.2,DC_CCS
2f10bfcd-2f4,Hyundai Kona Electric,64.0,2023-06-22 20:05:47,2023-06-23 09:56:11,40.85,13.84,Evening,40.7,99.2,21.3,6.4,AC_L2
9b349345-83e,Tesla Model S,99.4,2023-01-27 18:51:52,2023-01-27 20:27:16,68.67,1.59,Evening,17.6,80.1,7.9,13.2,DC_CCS
b66007cd-c6c,Kia Niro EV,63.7,2023-04-06 11:34:12,2023-04-06 12:31:48,39.85,0.96,Morning,19.9,75.5,23.0,5.0,DC_CCS
58c07f55-c6a,Volkswagen ID.4,77.9,2023-04-28 18:26:21,2023-04-29 07:44:57,45.23,13.31,Evening,29.3,82.6,15.4,5.5,AC_L2
57e761a2-725,Chevy Bolt,64.1,2023-04-21 16:22:52,2023-04-21 23:39:40,40.63,7.28,Afternoon,36.8,97.6,17.0,8.4,AC_L2
0c9c8834-1da,Tesla Model 3 LR,80.5,2023-10-18 16:19:36,2023-10-18 16:43:36,45.27,0.4,Afternoon,27.9,77.3,18.7,7.4,Tesla_SC
c0ddb67b-aee,Nissan Leaf,60.5,2023-09-19 17:36:08,2023-09-20 23:09:08,23.3,29.55,Evening,55.8,92.3,24.2,14.1,AC_L1
fa2c492a-d66,Ford Mustang Mach-E,79.6,2023-12-11 13:37:32,2023-12-11 22:14:08,45.25,8.61,Afternoon,34.2,88.7,16.6,4.3,AC_L2
e3bf8a32-a48,Volkswagen ID.4,82.0,2023-01-13 14:15:46,2023-01-13 15:19:22,45.15,1.06,Afternoon,30.8,79.5,11.9,4.5,DC_CCS
e3bf8a32-a48,Hyundai Kona Electric,61.8,2023-11-30 16:00:50,2023-11-30 16:52:26,29.22,0.86,Afternoon,35.4,79.2,17.0,6.5,DC_CCS
1f9f77a5-000,Volkswagen ID.4,79.8,2023-04-24 14:45:33,2023-04-24 16:04:09,51.2,1.31,Afternoon,21.7,79.9,20.6,4.6,DC_CCS
2d9870a6-af6,Nissan Leaf,55.8,2023-01-29 12:56:11,2023-01-29 20:50:47,32.5,7.91,Afternoon,42.4,97.8,11.2,13.3,AC_L2
9cd6922d-d51,Volkswagen ID.4,79.6,2023-10-16 18:00:54,2023-10-17 06:00:54,42.84,12.0,Evening,42.4,93.6,16.1,3.4,AC_L2
7778eac5-644,Tesla Model 3 LR,79.3,2023-04-14 12:47:26,2023-04-14 13:25:50,59.03,0.64,Afternoon,27.9,95.4,25.0,6.5,Tesla_SC
dbf8ec81-f9c,Tesla Model 3 LR,74.9,2023-07-26 19:11:26,2023-07-26 19:45:38,42.88,0.57,Evening,34.0,83.3,27.2,7.7,Tesla_SC
0a988022-870,Tesla Model 3 LR,81.0,2023-04-23 12:46:44,2023-04-23 21:11:20,25.97,8.41,Afternoon,61.5,92.1,24.2,8.4,AC_L2
05fc153b-fe1,BMW i3,41.8,2023-06-14 12:52:11,2023-06-14 19:08:59,19.45,6.28,Afternoon,54.4,97.8,33.9,11.4,AC_L2
76ca20db-a49,Tesla Model 3 LR,75.6,2023-03-06 12:33:38,2023-03-07 03:49:14,42.03,15.26,Afternoon,41.1,93.0,16.6,8.2,AC_L2
1c563471-e9a,Rivian R1T,122.0,2023-05-04 07:45:09,2023-05-04 10:09:09,91.02,2.4,Morning,24.5,93.0,24.3,2.6,DC_CCS
6487df60-34b,Tesla Model Y,82.7,2023-08-04 14:42:14,2023-08-04 18:22:26,16.4,3.67,Afternoon,77.4,96.1,33.6,3.1,AC_L2
a2cf10ec-fe6,Chevy Bolt,66.2,2023-11-03 20:31:58,2023-11-04 02:20:34,30.79,5.81,Evening,47.5,91.8,5.5,9.8,AC_L2
a57d011e-14f,Kia Niro EV,63.5,2023-12-23 19:46:32,2023-12-24 06:48:20,27.82,11.03,Evening,56.2,97.1,2.5,6.8,AC_L2
ed66bf9a-29a,Ford Mustang Mach-E,93.8,2023-02-02 17:04:42,2023-02-03 08:42:30,45.33,15.63,Evening,50.3,95.7,11.0,3.6,AC_L2
60817a6b-0ed,Tesla Model Y,81.7,2023-09-24 04:26:55,2023-09-24 06:11:19,63.28,1.74,Night,24.3,96.1,18.4,5.1,DC_CCS
445ac149-efa,Tesla Model Y,84.0,2023-10-24 20:52:47,2023-10-24 21:31:47,55.76,0.65,Evening,22.1,81.3,14.2,5.6,Tesla_SC
e7c2542d-37e,Kia Niro EV,66.3,2023-09-25 20:05:18,2023-09-25 20:56:54,37.43,0.86,Evening,32.0,83.1,21.6,5.8,DC_CCS
99046ef5-49e,Nissan Leaf,57.2,2023-08-16 13:15:10,2023-08-16 14:33:46,46.5,1.31,Afternoon,17.6,89.2,31.9,14.2,DC_CHAdeMO
a38eca25-2f4,Ford Mustang Mach-E,88.8,2023-12-22 10:59:51,2023-12-23 04:22:39,43.12,17.38,Morning,46.0,90.8,16.3,3.2,AC_L2
e881e863-370,Nissan Leaf,51.1,2023-03-28 08:58:16,2023-03-28 10:10:52,45.19,1.21,Morning,17.6,95.3,16.5,15.2,DC_CHAdeMO
d6835b71-677,Nissan Leaf,56.8,2023-06-16 13:52:43,2023-06-18 19:24:31,40.89,53.53,Afternoon,24.2,92.2,31.0,15.2,AC_L1
b241fe11-3f9,Tesla Model Y,76.8,2023-03-03 15:27:40,2023-03-03 23:46:52,30.22,8.32,Afternoon,46.6,84.0,14.6,4.6,AC_L2
7b000491-8d9,Hyundai Kona Electric,63.9,2023-10-25 19:49:57,2023-10-26 00:39:45,19.58,4.83,Evening,64.6,93.6,17.2,6.1,AC_L2
32fca22b-f29,Volkswagen ID.4,79.0,2023-01-21 18:50:16,2023-01-21 19:57:28,49.78,1.12,Evening,23.5,81.0,5.0,5.1,DC_CCS
19b2c0b8-3d3,Tesla Model Y,76.0,2023-11-27 12:27:16,2023-11-27 16:09:16,12.35,3.7,Afternoon,67.7,83.2,21.0,6.0,AC_L2
e3bf8a32-a48,Audi e-tron,88.9,2023-10-28 10:33:48,2023-10-28 11:51:12,57.12,1.29,Morning,23.0,80.1,21.0,6.2,DC_CCS
5fba9126-d82,BMW i3,41.5,2023-02-06 02:40:55,2023-02-06 10:36:07,20.01,7.92,Night,44.6,89.3,-1.1,12.1,AC_L2
9dc74ce5-89e,Kia Niro EV,66.3,2023-12-06 13:22:57,2023-12-06 19:24:45,25.08,6.03,Afternoon,52.0,87.8,14.9,7.4,AC_L2
cc4a37dc-028,Tesla Model 3 LR,79.2,2023-03-25 18:38:57,2023-03-26 08:02:21,36.95,13.39,Evening,52.7,96.8,10.8,8.8,AC_L2
5edc35a7-f27,Tesla Model Y,81.4,2023-04-17 10:57:00,2023-04-17 12:09:36,45.21,1.21,Morning,39.0,88.7,21.3,4.7,DC_CCS
2843a4b6-531,BMW i3,43.1,2023-12-31 16:01:19,2023-12-31 16:47:31,31.16,0.77,Afternoon,14.4,79.3,8.1,12.0,DC_CCS
11acd5cc-15f,Tesla Model Y,78.1,2023-02-11 23:12:07,2023-02-12 02:37:55,18.3,3.43,Night,68.7,90.8,-1.7,3.7,AC_L2
9693d643-ae4,Tesla Model 3 LR,79.8,2023-08-03 03:51:35,2023-08-03 09:00:35,26.85,5.15,Night,56.8,89.1,21.7,6.3,AC_L2
a87a4f50-6a5,BMW i3,41.4,2023-10-11 17:28:51,2023-10-11 18:05:27,24.02,0.61,Evening,24.4,78.0,18.2,12.7,DC_CCS
817d0f82-043,Tesla Model Y,73.7,2023-09-16 13:25:04,2023-09-16 13:58:04,46.7,0.55,Afternoon,34.7,90.6,33.2,5.3,Tesla_SC
60817a6b-0ed,Nissan Leaf,53.0,2023-03-22 19:54:27,2023-03-22 20:37:03,26.43,0.71,Evening,32.6,77.9,6.7,15.6,DC_CHAdeMO
ffad50ba-8f9,Nissan Leaf,59.6,2023-09-21 08:12:25,2023-09-21 09:03:25,37.69,0.85,Morning,24.0,82.2,24.3,13.4,DC_CHAdeMO
2f08fddd-b4d,Porsche Taycan,88.0,2023-06-16 21:51:56,2023-06-17 11:22:32,39.29,13.51,Night,53.7,94.6,21.5,5.3,AC_L2
d61f77ce-02c,Tesla Model Y,83.7,2023-09-04 18:42:16,2023-09-04 19:14:40,45.61,0.54,Evening,28.4,76.7,26.0,5.1,Tesla_SC
2843a4b6-531,BMW i3,41.6,2023-02-12 03:13:47,2023-02-12 08:56:59,19.49,5.72,Night,49.8,93.3,2.2,12.9,AC_L2
a5955efa-f59,Ford Mustang Mach-E,88.6,2023-05-22 12:42:17,2023-05-22 19:21:17,18.71,6.65,Afternoon,73.4,93.5,26.3,4.1,AC_L2
5d034ae6-645,Chevy Bolt,58.7,2023-06-18 09:20:37,2023-06-18 10:03:13,29.33,-0.821864944800525,Morning,30.9,77.1,28.8,9.6,DC_CCS
68ac15b2-8a8,Tesla Model Y,82.0,2023-12-22 18:43:29,2023-12-22 19:18:17,54.84,0.58,Evening,25.2,82.7,4.5,5.8,Tesla_SC
ee2c4d21-69e,Tesla Model Y,79.6,2023-03-13 11:29:12,2023-03-13 12:49:00,60.88,1.33,Morning,13.1,80.5,20.0,4.2,DC_CCS
41c638a7-435,Ford Mustang Mach-E,79.8,2023-01-31 17:28:47,2023-02-01 02:41:59,32.52,9.22,Evening,49.6,89.0,8.5,5.4,AC_L2
d315727a-252,Nissan Leaf,58.8,2023-01-19 15:13:42,2023-01-19 20:59:54,32.8,5.77,Afternoon,44.4,95.9,13.3,13.3,AC_L2
89e45fd3-814,Kia Niro EV,62.2,2023-10-12 17:40:04,2023-10-13 02:08:16,32.87,8.47,Evening,40.8,89.1,20.0,7.1,AC_L2
bb395f6e-502,Chevy Bolt,61.6,2023-02-24 07:40:40,2023-02-24 15:34:04,31.31,7.89,Morning,41.3,90.4,5.3,8.4,AC_L2
e5684e96-ec0,Chevy Bolt,65.6,2023-05-10 19:00:30,2023-05-10 20:20:54,48.29,1.34,Evening,28.2,93.2,16.8,7.2,DC_CCS
b31c66ea-262,Nissan Leaf,63.8,2023-12-13 23:00:30,2023-12-14 11:28:42,38.36,12.47,Night,37.7,93.4,-0.1,15.4,AC_L2
56a95722-ba3,Audi e-tron,83.5,2023-01-18 14:31:58,2023-01-19 00:03:46,44.75,9.53,Afternoon,37.2,88.3,11.9,6.9,AC_L2
9cd6922d-d51,Nissan Leaf,52.6,2023-03-06 10:23:53,2023-03-06 21:27:29,39.15,11.06,Morning,25.2,94.3,14.5,14.4,AC_L2
e3bf8a32-a48,Tesla Model Y,84.4,2023-09-17 20:22:24,2023-09-17 21:31:24,47.28,1.15,Evening,30.9,81.8,16.2,3.7,DC_CCS
817d0f82-043,BMW i3,41.0,2023-08-06 18:57:44,2023-08-06 19:40:20,28.37,0.71,Evening,17.8,80.9,25.7,11.8,DC_CCS
ee2c4d21-69e,Ford Mustang Mach-E,68.6,2023-08-19 16:29:30,2023-08-20 05:43:18,41.68,13.23,Afternoon,39.9,98.3,32.1,3.5,AC_L2
7150f680-aaa,Ford Mustang Mach-E,87.8,2023-10-16 08:57:13,2023-10-16 10:23:01,56.7,1.43,Morning,26.3,83.0,23.7,3.3,DC_CCS
f4ae8150-a64,Ford Mustang Mach-E,79.6,2023-09-12 21:57:44,2023-09-13 08:48:44,38.42,10.85,Night,51.6,97.1,18.3,4.7,AC_L2
ed23f97c-65e,Volkswagen ID.4,77.5,2023-04-24 16:25:25,2023-04-25 03:57:13,30.71,11.53,Afternoon,46.2,84.0,16.2,3.6,AC_L2
9989059f-081,Tesla Model Y,78.1,2023-06-26 19:48:51,2023-06-26 20:53:03,42.86,1.07,Evening,30.0,80.2,25.0,5.4,DC_CCS
5be8c31e-a03,Tesla Model 3 LR,81.1,2023-11-23 12:57:17,2023-11-23 13:22:29,51.5,0.42,Afternoon,23.6,80.2,16.4,6.3,Tesla_SC
e0f4da2a-434,Rivian R1T,117.2,2023-05-03 16:31:53,2023-05-04 11:21:05,89.09,18.82,Afternoon,26.4,97.5,25.3,2.5,AC_L2
283794ab-61f,Tesla Model 3 LR,83.2,2023-03-25 12:07:42,2023-03-25 13:34:06,50.12,1.44,Afternoon,36.4,90.1,17.7,8.3,DC_CCS
d6835b71-677,Volkswagen ID.4,76.2,2023-05-16 21:57:14,2023-05-16 23:45:50,65.3,1.81,Night,14.2,90.2,12.9,5.6,DC_CCS
1e633a6f-7c9,Tesla Model 3 LR,72.2,2023-08-10 16:18:47,2023-08-11 00:51:11,23.71,8.54,Afternoon,66.9,98.4,31.9,6.8,AC_L2
b323bc12-249,Nissan Leaf,57.7,2023-12-28 16:09:47,2023-12-28 17:01:59,34.18,0.87,Afternoon,27.2,80.8,12.2,13.3,DC_CHAdeMO
11acd5cc-15f,Tesla Model 3 LR,79.9,2023-05-08 16:23:14,2023-05-09 01:46:02,25.33,9.38,Afternoon,60.7,91.4,24.1,6.9,AC_L2
99860b14-aa1,Chevy Bolt,63.0,2023-01-29 20:35:13,2023-01-30 04:34:37,25.55,7.99,Evening,54.1,93.2,2.8,7.4,AC_L2
56a95722-ba3,Hyundai Kona Electric,63.7,2023-02-06 01:23:48,2023-02-06 05:08:48,6.55,3.75,Night,72.0,81.8,-3.3,5.4,AC_L2
cfd86521-a95,Tesla Model 3 LR,75.3,2023-08-23 03:04:45,2023-08-23 10:04:45,38.56,7.0,Night,49.2,98.8,20.4,8.1,AC_L2
b31c66ea-262,Nissan Leaf,50.4,2023-04-07 17:00:46,2023-04-08 04:31:22,27.54,11.51,Evening,37.8,90.3,17.9,15.1,AC_L2
a8a295f1-acd,Kia Niro EV,62.0,2023-10-17 20:23:45,2023-10-17 21:05:45,30.95,0.7,Evening,32.8,77.9,12.9,7.7,DC_CCS
858da34f-908,Nissan Leaf,61.8,2023-02-23 15:12:36,2023-02-23 20:15:36,18.41,5.05,Afternoon,58.3,86.5,9.1,15.2,AC_L2
2410ac4f-7f4,Rivian R1T,127.1,2023-10-01 00:06:35,2023-10-01 14:44:23,54.4,14.63,Night,39.5,79.4,6.7,2.5,AC_L2
465ad542-410,Kia Niro EV,63.5,2023-03-27 20:23:46,2023-03-28 03:03:22,23.47,6.66,Evening,49.9,85.3,7.7,7.3,AC_L2
c6294ff3-9ba,Tesla Model S,98.4,2023-02-06 19:17:24,2023-02-06 21:18:36,70.45,2.02,Evening,29.6,95.1,5.4,12.8,DC_CCS
17ebf347-496,BMW i3,44.1,2023-08-30 13:50:59,2023-08-30 16:07:11,6.76,2.27,Afternoon,74.8,89.3,36.6,11.8,AC_L2
11acd5cc-15f,Tesla Model Y,77.6,2023-10-29 16:37:54,2023-10-29 17:03:06,51.15,0.42,Afternoon,23.1,80.6,18.7,4.4,Tesla_SC
da194644-e8c,Tesla Model S,96.1,2023-12-01 17:56:49,2023-12-01 19:23:13,64.68,1.44,Evening,21.5,80.5,8.0,11.4,DC_CCS
706fcf3d-3c6,Rivian R1T,111.9,2023-10-25 17:15:20,2023-10-25 18:53:08,73.22,1.63,Evening,23.0,81.4,20.7,4.7,DC_CCS
54f185a5-5bd,Porsche Taycan,90.2,2023-10-28 10:53:18,2023-10-28 21:35:18,43.1,10.7,Morning,47.2,93.5,22.6,4.0,AC_L2
1ea19526-723,Tesla Model 3 LR,79.3,2023-10-18 11:21:38,2023-10-19 02:29:26,37.1,15.13,Morning,39.2,82.3,21.9,7.3,AC_L2
b241fe11-3f9,Kia Niro EV,61.8,2023-08-10 20:29:02,2023-08-11 08:25:26,31.8,11.94,Evening,37.8,86.7,24.7,5.6,AC_L2
bc65c654-418,Audi e-tron,98.2,2023-04-29 14:27:17,2023-04-29 15:53:41,59.23,1.44,Afternoon,21.7,76.8,21.0,5.6,DC_CCS
041cdf65-216,Audi e-tron,92.5,2023-06-02 08:44:47,2023-06-02 21:18:59,43.62,12.57,Morning,54.2,98.0,29.1,6.6,AC_L2
99046ef5-49e,Tesla Model 3 LR,83.0,2023-01-27 14:58:44,2023-01-28 07:05:20,44.96,16.11,Afternoon,44.7,94.9,9.3,6.3,AC_L2
ffcd31b3-fad,Tesla Model Y,77.0,2023-06-30 15:07:10,2023-07-01 01:13:46,33.83,10.11,Afternoon,52.2,93.6,29.4,3.1,AC_L2
a40ca478-350,Tesla Model S,97.4,2023-03-19 11:24:09,2023-03-20 02:49:21,73.76,15.42,Morning,22.7,93.7,19.7,12.8,AC_L2
f190de50-242,Chevy Bolt,61.6,2023-08-16 12:21:59,2023-08-16 13:36:59,43.39,1.25,Afternoon,32.1,94.8,32.7,8.8,DC_CCS
fada80ea-08b,Nissan Leaf,51.5,2023-01-11 19:00:41,2023-01-12 22:19:17,27.64,27.31,Evening,49.2,98.8,4.1,13.3,AC_L1
f07f4841-fee,Porsche Taycan,91.2,2023-12-12 07:45:04,2023-12-12 09:09:40,56.39,1.41,Morning,26.3,81.4,8.3,4.5,DC_CCS
aa03917a-d13,Tesla Model 3 LR,80.6,2023-06-16 17:50:20,2023-06-17 07:05:20,46.15,13.25,Evening,42.7,97.4,26.3,6.4,AC_L2
ff48a961-769,Nissan Leaf,41.2,2023-06-15 12:22:07,2023-06-15 19:52:07,24.37,7.5,Afternoon,43.2,98.1,31.0,15.6,AC_L2
f190de50-242,Nissan Leaf,43.7,2023-07-31 11:46:00,2023-07-31 17:59:48,16.66,6.23,Morning,60.5,95.8,32.8,15.6,AC_L2
afd79240-7de,Nissan Leaf,40.5,2023-10-25 18:11:24,2023-10-25 18:52:48,26.29,0.69,Evening,22.4,82.4,16.8,13.9,DC_CHAdeMO
706fcf3d-3c6,Tesla Model Y,71.8,2023-04-26 20:06:06,2023-04-26 20:37:54,41.95,0.53,Evening,24.8,77.7,13.9,4.7,Tesla_SC
5fa2c77e-1cb,Tesla Model Y,85.8,2023-03-24 19:59:53,2023-03-24 20:31:05,66.71,0.52,Evening,13.4,80.4,9.9,5.2,Tesla_SC
078420f1-026,Tesla Model 3 LR,76.8,2023-05-18 20:06:54,2023-05-19 11:28:30,58.61,15.36,Evening,23.0,96.7,15.8,8.9,AC_L2
fbdcbed7-92a,Hyundai Kona Electric,69.6,2023-05-11 10:25:47,2023-05-11 20:01:47,26.41,9.6,Morning,53.9,90.3,27.6,5.3,AC_L2
274c1a6a-9ee,Kia Niro EV,64.3,2023-04-22 19:14:48,2023-04-22 20:09:24,36.97,0.91,Evening,29.1,79.6,13.8,7.3,DC_CCS
c82de90a-d1e,Chevy Bolt,58.0,2023-05-10 06:37:10,2023-05-10 07:48:34,37.48,1.19,Morning,33.3,92.9,22.2,7.6,DC_CCS
910d8517-645,Tesla Model Y,84.3,2023-09-18 15:46:28,2023-09-19 00:32:04,41.23,8.76,Afternoon,51.6,98.4,29.2,5.9,AC_L2
b19f3fed-3f2,Tesla Model 3 LR,76.7,2023-05-25 16:22:47,2023-05-25 17:27:35,47.45,1.08,Afternoon,22.7,79.7,26.6,8.1,DC_CCS
ffc3b4b6-0d7,Porsche Taycan,90.7,2023-11-05 14:00:06,2023-11-06 03:54:06,36.52,13.9,Afternoon,52.0,89.6,19.1,6.1,AC_L2
ff48a961-769,Tesla Model S,99.8,2023-08-21 15:05:29,2023-08-21 16:31:53,61.76,1.44,Afternoon,24.3,79.2,30.7,11.7,DC_CCS
1b993e1d-e0b,Nissan Leaf,44.0,2023-03-11 00:37:29,2023-03-11 08:09:17,21.31,7.53,Night,50.2,94.8,2.1,14.3,AC_L2
9826758d-85f,Tesla Model Y,82.5,2023-04-07 08:35:21,2023-04-07 07:35:21,20.04,5.8,Morning,67.0,90.2,17.7,3.2,AC_L2
b19f3fed-3f2,Ford Mustang Mach-E,70.2,2023-02-15 15:32:35,2023-02-15 21:45:11,19.45,6.21,Afternoon,71.0,97.7,12.5,3.0,AC_L2
a1d7f434-907,Audi e-tron,91.1,2023-11-09 00:03:09,2023-11-09 08:34:57,30.65,8.53,Night,65.1,96.0,2.1,5.8,AC_L2
11acd5cc-15f,Nissan Leaf,53.0,2023-09-20 15:26:12,2023-09-20 16:16:36,29.32,0.84,Afternoon,31.3,81.7,30.9,15.7,DC_CHAdeMO
f45f36a4-1ac,Hyundai Kona Electric,68.4,2023-03-16 20:09:01,2023-03-17 07:45:37,41.78,11.61,Evening,36.9,93.3,6.0,6.2,AC_L2
aa03917a-d13,Volkswagen ID.4,78.7,2023-06-01 22:10:51,2023-06-01 23:11:27,45.34,1.01,Night,28.3,78.8,17.3,4.1,DC_CCS
e797ebc3-ce9,Tesla Model S,98.9,2023-05-09 13:36:51,2023-05-09 14:12:51,60.79,0.6,Afternoon,22.5,78.2,28.6,11.3,Tesla_SC
9a718917-a6e,Tesla Model 3 LR,79.3,2023-08-18 12:17:03,2023-08-18 14:12:51,71.14,1.93,Afternoon,18.2,98.4,36.1,6.6,DC_CCS
